doc_id,tokenizer,label,doc_tokens,n_evidence_sents,first_evidence_tok,last_evidence_tok
781,ConfliBERT-2021,ANY_ACTION,770,3,180,276
784,ConfliBERT-2021,KILL,669,1,1,1
784,ConfliBERT-2021,ARREST,669,2,217,255
784,ConfliBERT-2021,FORCE,669,8,1,600
784,ConfliBERT-2021,ANY_ACTION,669,10,1,600
707,ConfliBERT-2021,ANY_ACTION,475,10,221,409
720,ConfliBERT-2021,ARREST,128,1,37,37
720,ConfliBERT-2021,ANY_ACTION,128,3,3,83
721,ConfliBERT-2021,ANY_ACTION,493,1,149,149
728,ConfliBERT-2021,FAIL,649,8,120,615
728,ConfliBERT-2021,FORCE,649,2,47,496
728,ConfliBERT-2021,ANY_ACTION,649,11,47,550
733,ConfliBERT-2021,ARREST,352,2,9,235
733,ConfliBERT-2021,ANY_ACTION,352,11,9,332
747,ConfliBERT-2021,KILL,532,5,35,347
747,ConfliBERT-2021,ARREST,532,3,166,457
747,ConfliBERT-2021,FORCE,532,9,35,471
747,ConfliBERT-2021,ANY_ACTION,532,18,35,513
756,ConfliBERT-2021,ARREST,766,1,574,574
756,ConfliBERT-2021,ANY_ACTION,766,1,574,574
766,ConfliBERT-2021,FORCE,1343,1,693,693
766,ConfliBERT-2021,ANY_ACTION,1343,6,549,1019
794,ConfliBERT-2021,FAIL,269,1,46,46
797,ConfliBERT-2021,FAIL,476,1,411,411
799,ConfliBERT-2021,ARREST,469,3,179,250
799,ConfliBERT-2021,ANY_ACTION,469,3,179,250
803,ConfliBERT-2021,ARREST,1273,1,857,857
803,ConfliBERT-2021,ANY_ACTION,1273,14,11,1247
811,ConfliBERT-2021,ANY_ACTION,365,2,73,111
826,ConfliBERT-2021,ANY_ACTION,235,1,87,87
874,ConfliBERT-2021,ANY_ACTION,644,2,599,620
879,ConfliBERT-2021,ANY_ACTION,635,3,536,600
898,ConfliBERT-2021,KILL,387,4,1,286
898,ConfliBERT-2021,FORCE,387,5,1,286
898,ConfliBERT-2021,ANY_ACTION,387,6,1,286
899,ConfliBERT-2021,ARREST,327,1,247,247
899,ConfliBERT-2021,ANY_ACTION,327,2,97,247
744,ConfliBERT-2021,ANY_ACTION,359,2,140,341
768,ConfliBERT-2021,FAIL,496,1,413,413
768,ConfliBERT-2021,ANY_ACTION,496,4,140,365
782,ConfliBERT-2021,ARREST,358,4,21,305
782,ConfliBERT-2021,ANY_ACTION,358,7,21,347
793,ConfliBERT-2021,ARREST,243,1,1,1
793,ConfliBERT-2021,ANY_ACTION,243,7,1,194
796,ConfliBERT-2021,ANY_ACTION,146,4,10,102
807,ConfliBERT-2021,ARREST,688,1,249,249
807,ConfliBERT-2021,ANY_ACTION,688,2,249,317
815,ConfliBERT-2021,FAIL,373,1,283,283
821,ConfliBERT-2021,ARREST,615,2,33,504
821,ConfliBERT-2021,ANY_ACTION,615,3,33,504
827,ConfliBERT-2021,ARREST,246,3,1,168
827,ConfliBERT-2021,ANY_ACTION,246,5,1,168
943,ConfliBERT-2021,ARREST,798,1,151,151
943,ConfliBERT-2021,FORCE,798,1,359,359
943,ConfliBERT-2021,ANY_ACTION,798,10,82,721
950,ConfliBERT-2021,ANY_ACTION,152,1,4,4
952,ConfliBERT-2021,ANY_ACTION,1312,1,12,12
962,ConfliBERT-2021,ARREST,682,6,85,605
962,ConfliBERT-2021,ANY_ACTION,682,9,85,605
983,ConfliBERT-2021,FAIL,735,1,512,512
993,ConfliBERT-2021,FAIL,654,2,278,636
993,ConfliBERT-2021,ANY_ACTION,654,11,10,636
1011,ConfliBERT-2021,ARREST,203,1,161,161
1011,ConfliBERT-2021,ANY_ACTION,203,4,1,161
1027,ConfliBERT-2021,ANY_ACTION,152,1,63,63
1028,ConfliBERT-2021,ANY_ACTION,341,1,228,228
833,ConfliBERT-2021,ANY_ACTION,409,1,362,362
838,ConfliBERT-2021,ARREST,388,3,9,160
838,ConfliBERT-2021,ANY_ACTION,388,5,9,272
846,ConfliBERT-2021,FORCE,560,1,418,418
846,ConfliBERT-2021,ANY_ACTION,560,2,418,446
865,ConfliBERT-2021,ARREST,390,8,3,332
865,ConfliBERT-2021,ANY_ACTION,390,8,3,332
871,ConfliBERT-2021,ARREST,483,1,255,255
871,ConfliBERT-2021,ANY_ACTION,483,1,255,255
876,ConfliBERT-2021,FAIL,643,1,446,446
876,ConfliBERT-2021,ANY_ACTION,643,1,115,115
1044,ConfliBERT-2021,ARREST,240,2,9,166
1044,ConfliBERT-2021,ANY_ACTION,240,3,9,166
1047,ConfliBERT-2021,ANY_ACTION,130,1,35,35
715,ConfliBERT-2021,ANY_ACTION,1216,3,144,520
722,ConfliBERT-2021,ARREST,276,1,114,114
722,ConfliBERT-2021,ANY_ACTION,276,5,78,188
805,ConfliBERT-2021,ANY_ACTION,583,11,9,422
911,ConfliBERT-2021,ANY_ACTION,666,2,382,567
917,ConfliBERT-2021,FAIL,242,1,198,198
917,ConfliBERT-2021,ANY_ACTION,242,2,145,198
921,ConfliBERT-2021,FAIL,622,1,304,304
921,ConfliBERT-2021,ANY_ACTION,622,5,215,379
922,ConfliBERT-2021,ANY_ACTION,477,14,84,454
963,ConfliBERT-2021,ARREST,679,1,494,494
963,ConfliBERT-2021,ANY_ACTION,679,13,315,636
1058,ConfliBERT-2021,ANY_ACTION,288,2,1,133
713,ConfliBERT-2021,ANY_ACTION,295,1,128,128
717,ConfliBERT-2021,KILL,631,4,71,328
717,ConfliBERT-2021,ARREST,631,2,157,187
717,ConfliBERT-2021,FORCE,631,6,71,429
717,ConfliBERT-2021,ANY_ACTION,631,11,71,429
1064,ConfliBERT-2021,FORCE,266,2,90,123
1064,ConfliBERT-2021,ANY_ACTION,266,4,1,123
1071,ConfliBERT-2021,ANY_ACTION,250,3,1,142
1076,ConfliBERT-2021,KILL,235,1,46,46
1076,ConfliBERT-2021,FORCE,235,1,46,46
1076,ConfliBERT-2021,ANY_ACTION,235,6,46,188
1094,ConfliBERT-2021,FAIL,631,2,301,363
1094,ConfliBERT-2021,ANY_ACTION,631,1,301,301
1105,ConfliBERT-2021,KILL,765,2,29,137
1105,ConfliBERT-2021,FORCE,765,6,29,341
1105,ConfliBERT-2021,ANY_ACTION,765,6,29,341
981,ConfliBERT-2021,ANY_ACTION,613,1,225,225
989,ConfliBERT-2021,ANY_ACTION,229,2,153,171
995,ConfliBERT-2021,ANY_ACTION,169,1,9,9
1010,ConfliBERT-2021,ANY_ACTION,421,2,1,158
1019,ConfliBERT-2021,ANY_ACTION,740,1,568,568
1020,ConfliBERT-2021,KILL,633,2,291,605
1020,ConfliBERT-2021,ARREST,633,1,490,490
1020,ConfliBERT-2021,FORCE,633,2,291,605
1020,ConfliBERT-2021,ANY_ACTION,633,4,262,605
1124,ConfliBERT-2021,ANY_ACTION,254,2,11,233
1129,ConfliBERT-2021,ANY_ACTION,444,12,29,437
1138,ConfliBERT-2021,ANY_ACTION,455,1,252,252
842,ConfliBERT-2021,ANY_ACTION,439,3,75,397
845,ConfliBERT-2021,KILL,370,8,25,256
845,ConfliBERT-2021,FAIL,370,1,329,329
845,ConfliBERT-2021,FORCE,370,8,25,256
845,ConfliBERT-2021,ANY_ACTION,370,10,25,329
860,ConfliBERT-2021,ARREST,261,2,30,84
860,ConfliBERT-2021,ANY_ACTION,261,3,30,207
725,ConfliBERT-2021,ANY_ACTION,548,14,31,527
867,ConfliBERT-2021,ARREST,519,6,1,349
867,ConfliBERT-2021,FORCE,519,1,54,54
867,ConfliBERT-2021,ANY_ACTION,519,14,1,457
882,ConfliBERT-2021,ARREST,681,3,105,356
882,ConfliBERT-2021,ANY_ACTION,681,4,105,559
1167,ConfliBERT-2021,FORCE,618,1,570,570
1167,ConfliBERT-2021,ANY_ACTION,618,4,256,579
885,ConfliBERT-2021,ARREST,523,1,338,338
885,ConfliBERT-2021,FAIL,523,1,338,338
885,ConfliBERT-2021,ANY_ACTION,523,1,338,338
755,ConfliBERT-2021,ANY_ACTION,248,1,66,66
763,ConfliBERT-2021,KILL,558,1,61,61
763,ConfliBERT-2021,FORCE,558,1,61,61
763,ConfliBERT-2021,ANY_ACTION,558,3,61,480
918,ConfliBERT-2021,ARREST,173,4,1,109
918,ConfliBERT-2021,ANY_ACTION,173,5,1,142
924,ConfliBERT-2021,ARREST,82,2,1,48
924,ConfliBERT-2021,ANY_ACTION,82,2,1,48
787,ConfliBERT-2021,FAIL,338,1,124,124
835,ConfliBERT-2021,ANY_ACTION,349,1,51,51
767,ConfliBERT-2021,ARREST,698,1,619,619
767,ConfliBERT-2021,ANY_ACTION,698,1,619,619
1052,ConfliBERT-2021,ANY_ACTION,441,5,98,414
1055,ConfliBERT-2021,ANY_ACTION,513,11,1,465
1086,ConfliBERT-2021,ANY_ACTION,338,1,200,200
1101,ConfliBERT-2021,ANY_ACTION,456,5,130,367
1142,ConfliBERT-2021,ARREST,358,4,21,305
1142,ConfliBERT-2021,ANY_ACTION,358,10,21,347
1189,ConfliBERT-2021,ANY_ACTION,274,2,11,43
1145,ConfliBERT-2021,ANY_ACTION,186,2,43,74
1149,ConfliBERT-2021,FAIL,885,1,416,416
1149,ConfliBERT-2021,ANY_ACTION,885,1,455,455
778,ConfliBERT-2021,ARREST,678,4,66,490
778,ConfliBERT-2021,ANY_ACTION,678,6,66,490
1159,ConfliBERT-2021,ANY_ACTION,716,1,60,60
1161,ConfliBERT-2021,ARREST,482,2,325,407
1161,ConfliBERT-2021,ANY_ACTION,482,3,325,407
1163,ConfliBERT-2021,ARREST,180,1,57,57
1163,ConfliBERT-2021,ANY_ACTION,180,1,57,57
791,ConfliBERT-2021,FAIL,353,1,297,297
791,ConfliBERT-2021,ANY_ACTION,353,8,1,297
814,ConfliBERT-2021,ANY_ACTION,557,1,438,438
880,ConfliBERT-2021,ARREST,671,2,466,530
880,ConfliBERT-2021,FAIL,671,1,371,371
880,ConfliBERT-2021,ANY_ACTION,671,6,254,554
887,ConfliBERT-2021,FAIL,652,2,133,199
904,ConfliBERT-2021,ANY_ACTION,211,2,114,148
914,ConfliBERT-2021,ARREST,521,3,247,477
914,ConfliBERT-2021,ANY_ACTION,521,4,247,477
948,ConfliBERT-2021,ANY_ACTION,264,1,75,75
961,ConfliBERT-2021,ANY_ACTION,249,3,83,159
947,ConfliBERT-2021,KILL,590,5,9,291
947,ConfliBERT-2021,FORCE,590,6,9,291
947,ConfliBERT-2021,ANY_ACTION,590,10,9,377
957,ConfliBERT-2021,ANY_ACTION,429,1,335,335
967,ConfliBERT-2021,ARREST,481,7,9,368
967,ConfliBERT-2021,ANY_ACTION,481,15,9,425
969,ConfliBERT-2021,ARREST,492,1,351,351
969,ConfliBERT-2021,FAIL,492,2,321,351
969,ConfliBERT-2021,ANY_ACTION,492,1,351,351
970,ConfliBERT-2021,ANY_ACTION,344,5,39,205
1003,ConfliBERT-2021,ANY_ACTION,187,5,13,165
1045,ConfliBERT-2021,ANY_ACTION,516,5,41,334
1048,ConfliBERT-2021,ARREST,341,2,131,324
1048,ConfliBERT-2021,ANY_ACTION,341,7,9,324
1165,ConfliBERT-2021,FAIL,600,6,96,563
1165,ConfliBERT-2021,FORCE,600,2,32,455
1165,ConfliBERT-2021,ANY_ACTION,600,8,32,506
1166,ConfliBERT-2021,ARREST,359,2,262,314
1166,ConfliBERT-2021,ANY_ACTION,359,3,48,314
1178,ConfliBERT-2021,ANY_ACTION,125,1,41,41
1249,ConfliBERT-2021,ANY_ACTION,208,2,1,81
1253,ConfliBERT-2021,ANY_ACTION,186,4,35,152
742,ConfliBERT-2021,ANY_ACTION,577,6,107,401
743,ConfliBERT-2021,FAIL,403,4,35,357
743,ConfliBERT-2021,ANY_ACTION,403,9,1,311
872,ConfliBERT-2021,ARREST,697,5,101,676
872,ConfliBERT-2021,FAIL,697,1,391,391
872,ConfliBERT-2021,ANY_ACTION,697,7,101,676
819,ConfliBERT-2021,ANY_ACTION,281,1,250,250
834,ConfliBERT-2021,ANY_ACTION,393,9,1,352
928,ConfliBERT-2021,ANY_ACTION,223,2,4,59
854,ConfliBERT-2021,ARREST,363,3,197,286
854,ConfliBERT-2021,ANY_ACTION,363,7,142,304
944,ConfliBERT-2021,FORCE,250,2,1,121
944,ConfliBERT-2021,ANY_ACTION,250,5,1,166
945,ConfliBERT-2021,FORCE,194,1,1,1
945,ConfliBERT-2021,ANY_ACTION,194,5,1,159
998,ConfliBERT-2021,ANY_ACTION,568,1,84,84
1016,ConfliBERT-2021,FAIL,277,2,9,71
1016,ConfliBERT-2021,ANY_ACTION,277,1,71,71
1018,ConfliBERT-2021,FORCE,357,2,249,297
1018,ConfliBERT-2021,ANY_ACTION,357,11,28,330
1033,ConfliBERT-2021,ARREST,740,5,11,677
1033,ConfliBERT-2021,ANY_ACTION,740,7,11,677
1050,ConfliBERT-2021,ARREST,517,1,401,401
1050,ConfliBERT-2021,ANY_ACTION,517,1,401,401
1072,ConfliBERT-2021,ANY_ACTION,399,12,1,377
1097,ConfliBERT-2021,ANY_ACTION,153,5,1,127
1099,ConfliBERT-2021,KILL,1550,4,336,1192
1099,ConfliBERT-2021,ARREST,1550,4,336,1162
1099,ConfliBERT-2021,FAIL,1550,4,336,1215
1099,ConfliBERT-2021,FORCE,1550,4,336,1192
1099,ConfliBERT-2021,ANY_ACTION,1550,27,93,1530
1104,ConfliBERT-2021,ARREST,731,1,173,173
1104,ConfliBERT-2021,ANY_ACTION,731,1,173,173
1117,ConfliBERT-2021,ARREST,618,7,1,495
1117,ConfliBERT-2021,ANY_ACTION,618,13,1,574
1133,ConfliBERT-2021,ANY_ACTION,472,11,76,401
1151,ConfliBERT-2021,ANY_ACTION,480,6,136,459
1155,ConfliBERT-2021,ANY_ACTION,494,1,228,228
1186,ConfliBERT-2021,ANY_ACTION,244,3,86,216
869,ConfliBERT-2021,KILL,649,1,302,302
869,ConfliBERT-2021,ARREST,649,1,312,312
869,ConfliBERT-2021,FORCE,649,2,302,312
869,ConfliBERT-2021,ANY_ACTION,649,4,302,420
1183,ConfliBERT-2021,ANY_ACTION,264,6,121,249
1216,ConfliBERT-2021,FAIL,848,5,1,820
1216,ConfliBERT-2021,ANY_ACTION,848,8,1,710
996,ConfliBERT-2021,ANY_ACTION,295,1,92,92
1000,ConfliBERT-2021,KILL,784,1,714,714
1000,ConfliBERT-2021,FORCE,784,1,714,714
1000,ConfliBERT-2021,ANY_ACTION,784,3,714,765
1001,ConfliBERT-2021,ANY_ACTION,372,1,251,251
1002,ConfliBERT-2021,ARREST,982,1,820,820
1002,ConfliBERT-2021,ANY_ACTION,982,4,293,881
1005,ConfliBERT-2021,ARREST,174,1,80,80
1005,ConfliBERT-2021,ANY_ACTION,174,1,80,80
1024,ConfliBERT-2021,ANY_ACTION,167,3,1,131
1041,ConfliBERT-2021,ARREST,841,1,219,219
1041,ConfliBERT-2021,FAIL,841,5,219,804
1041,ConfliBERT-2021,ANY_ACTION,841,18,25,804
1081,ConfliBERT-2021,ARREST,572,1,151,151
1081,ConfliBERT-2021,ANY_ACTION,572,3,151,461
1096,ConfliBERT-2021,ANY_ACTION,370,2,225,319
1122,ConfliBERT-2021,KILL,736,1,438,438
1122,ConfliBERT-2021,FAIL,736,2,57,235
1122,ConfliBERT-2021,FORCE,736,1,438,438
1122,ConfliBERT-2021,ANY_ACTION,736,2,438,501
1222,ConfliBERT-2021,ARREST,374,3,34,198
1222,ConfliBERT-2021,FAIL,374,1,251,251
1222,ConfliBERT-2021,ANY_ACTION,374,8,1,282
1144,ConfliBERT-2021,ANY_ACTION,872,3,615,794
1236,ConfliBERT-2021,FORCE,260,1,218,218
1236,ConfliBERT-2021,ANY_ACTION,260,4,38,218
1147,ConfliBERT-2021,ANY_ACTION,691,3,268,450
1242,ConfliBERT-2021,FAIL,312,1,288,288
1248,ConfliBERT-2021,ANY_ACTION,241,1,125,125
1252,ConfliBERT-2021,ARREST,416,1,356,356
1252,ConfliBERT-2021,ANY_ACTION,416,3,207,356
1171,ConfliBERT-2021,ARREST,761,2,194,568
1171,ConfliBERT-2021,FORCE,761,4,166,568
1171,ConfliBERT-2021,ANY_ACTION,761,13,106,701
1210,ConfliBERT-2021,KILL,751,1,386,386
1210,ConfliBERT-2021,ARREST,751,1,397,397
1210,ConfliBERT-2021,FAIL,751,1,516,516
1210,ConfliBERT-2021,FORCE,751,2,386,397
1210,ConfliBERT-2021,ANY_ACTION,751,4,386,516
1212,ConfliBERT-2021,KILL,256,2,1,138
1212,ConfliBERT-2021,FORCE,256,4,1,138
1212,ConfliBERT-2021,ANY_ACTION,256,6,1,138
1219,ConfliBERT-2021,KILL,329,1,77,77
1219,ConfliBERT-2021,FORCE,329,1,77,77
1219,ConfliBERT-2021,ANY_ACTION,329,1,77,77
1221,ConfliBERT-2021,ANY_ACTION,238,3,3,84
1227,ConfliBERT-2021,ANY_ACTION,878,4,84,653
1228,ConfliBERT-2021,KILL,472,1,302,302
1228,ConfliBERT-2021,FAIL,472,1,265,265
1228,ConfliBERT-2021,FORCE,472,3,282,391
1228,ConfliBERT-2021,ANY_ACTION,472,6,146,391
1239,ConfliBERT-2021,ANY_ACTION,240,1,65,65
1241,ConfliBERT-2021,ANY_ACTION,594,1,579,579
1224,ConfliBERT-2021,KILL,449,1,292,292
1224,ConfliBERT-2021,FORCE,449,1,292,292
1224,ConfliBERT-2021,ANY_ACTION,449,1,292,292
1255,ConfliBERT-2021,ANY_ACTION,212,1,104,104
870,ConfliBERT-2021,ANY_ACTION,854,2,9,26
897,ConfliBERT-2021,ARREST,560,1,462,462
897,ConfliBERT-2021,ANY_ACTION,560,10,11,536
929,ConfliBERT-2021,ANY_ACTION,589,5,138,518
1056,ConfliBERT-2021,ANY_ACTION,281,3,122,213
1075,ConfliBERT-2021,ANY_ACTION,537,3,81,128
1111,ConfliBERT-2021,ARREST,344,1,52,52
1111,ConfliBERT-2021,ANY_ACTION,344,1,52,52
1128,ConfliBERT-2021,ANY_ACTION,213,1,31,31
997,ConfliBERT-2021,KILL,415,2,130,263
997,ConfliBERT-2021,FORCE,415,2,130,263
997,ConfliBERT-2021,ANY_ACTION,415,2,130,263
1110,ConfliBERT-2021,ANY_ACTION,255,1,103,103
1134,ConfliBERT-2021,ANY_ACTION,275,1,84,84
1137,ConfliBERT-2021,ARREST,581,1,413,413
1137,ConfliBERT-2021,FORCE,581,2,533,544
1137,ConfliBERT-2021,ANY_ACTION,581,6,200,544
1146,ConfliBERT-2021,ARREST,525,2,156,220
1146,ConfliBERT-2021,ANY_ACTION,525,5,93,498
1158,ConfliBERT-2021,KILL,856,5,115,318
1158,ConfliBERT-2021,FORCE,856,6,115,391
1158,ConfliBERT-2021,ANY_ACTION,856,16,35,737
1202,ConfliBERT-2021,FORCE,404,1,235,235
1202,ConfliBERT-2021,ANY_ACTION,404,1,235,235
1203,ConfliBERT-2021,ARREST,306,2,99,124
1203,ConfliBERT-2021,ANY_ACTION,306,2,99,124
1232,ConfliBERT-2021,ANY_ACTION,391,1,309,309
1234,ConfliBERT-2021,ANY_ACTION,632,1,447,447
1247,ConfliBERT-2021,FORCE,773,1,363,363
1247,ConfliBERT-2021,ANY_ACTION,773,8,170,668
1109,ConfliBERT-2021,ARREST,623,2,227,395
1109,ConfliBERT-2021,FAIL,623,1,482,482
1109,ConfliBERT-2021,ANY_ACTION,623,6,227,482
1177,ConfliBERT-2021,ANY_ACTION,447,4,38,287
1192,ConfliBERT-2021,FORCE,450,1,404,404
1192,ConfliBERT-2021,ANY_ACTION,450,2,372,404
1237,ConfliBERT-2021,ARREST,665,2,204,534
1237,ConfliBERT-2021,FORCE,665,8,49,651
1237,ConfliBERT-2021,ANY_ACTION,665,12,49,651
1245,ConfliBERT-2021,FAIL,522,1,476,476
